Date,Machine_ID,Retailer_ID,Terminal_ID,termType,Chain_ID,TMID,Location_City,Zip,Scratchers_Sales,Out_of_Stock__
7/16/2019,52290_3,52290,3,PHD,8052,101,A,86880,812,0.0071
7/16/2019,61747_3,61747,3,PHD,8011,101,A,86880,484,0
7/16/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,0,1
7/16/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/16/2019,65783_2,65783,2,PHD,0,209,C,85999,20,0
7/16/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/17/2019,10488_2,10488,2,PHD,8128,101,A,86880,1326,0
7/17/2019,10504_2,10504,2,PHD,8128,101,A,86883,583,0.0141
7/17/2019,11198_2,11198,2,PHD,8052,302,B,85965,961,0
7/17/2019,11800_3,11800,3,PHD,9849,209,C,85998,803,0
7/17/2019,11847_4,11847,4,PHD,0,107,C,85998,459,0.0128
7/17/2019,12795_3,12795,3,PHD,0,209,C,85998,749,0.0041
7/17/2019,14881_2,14881,2,PHD,8128,302,B,85965,795,0.0322
7/17/2019,15155_3,15155,3,PHD,0,107,C,85999,588,0.0869
7/17/2019,15159_2,15159,2,PHD,8052,209,C,85998,467,0.0003
7/17/2019,15159_3,15159,3,PHD,8052,209,C,85998,1781,0.0209
7/17/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,109,0
7/17/2019,15490_2,15490,2,PHD,0,101,A,86884,164,0.009
7/17/2019,16570_2,16570,2,PHD,8011,101,A,86881,499,0
7/17/2019,18192_3,18192,3,PHD,8128,209,C,85999,757,0.0649
7/17/2019,35016_2,35016,2,PHD,8011,107,C,85997,1528,0.0004
7/17/2019,40212_2,40212,2,PHD,8128,101,A,86883,861,0.0309
7/17/2019,45189_3,45189,3,PHD,8128,101,A,86883,302,0
7/17/2019,52290_3,52290,3,PHD,8052,101,A,86880,890,0.0964
7/17/2019,61747_3,61747,3,PHD,8011,101,A,86880,267,0
7/17/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,0,1
7/17/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/17/2019,65783_2,65783,2,PHD,0,209,C,85999,49,0
7/17/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/18/2019,10488_2,10488,2,PHD,8128,101,A,86880,936,0
7/18/2019,10504_2,10504,2,PHD,8128,101,A,86883,732,0.0227
7/18/2019,11198_2,11198,2,PHD,8052,302,B,85965,794,0
7/18/2019,11800_3,11800,3,PHD,9849,209,C,85998,1201,0.0118
7/18/2019,11847_4,11847,4,PHD,0,107,C,85998,688,0.0202
7/18/2019,12795_3,12795,3,PHD,0,209,C,85998,728,0.0094
7/18/2019,14881_2,14881,2,PHD,8128,302,B,85965,417,0.0262
7/18/2019,15155_3,15155,3,PHD,0,107,C,85999,1651,0.0572
7/18/2019,15159_2,15159,2,PHD,8052,209,C,85998,1660,0
7/18/2019,15159_3,15159,3,PHD,8052,209,C,85998,1699,0.0417
7/18/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,141,0
7/18/2019,15490_2,15490,2,PHD,0,101,A,86884,128,0.0102
7/18/2019,16570_2,16570,2,PHD,8011,101,A,86881,520,0
7/18/2019,18192_3,18192,3,PHD,8128,209,C,85999,1547,0.0634
7/18/2019,35016_2,35016,2,PHD,8011,107,C,85997,999,0
7/18/2019,40212_2,40212,2,PHD,8128,101,A,86883,703,0.0829
7/18/2019,45189_3,45189,3,PHD,8128,101,A,86883,286,0
7/18/2019,52290_3,52290,3,PHD,8052,101,A,86880,753,0.0523
7/18/2019,61747_3,61747,3,PHD,8011,101,A,86880,493,0.0091
7/18/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,0,1
7/18/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/18/2019,65783_2,65783,2,PHD,0,209,C,85999,48,0
7/18/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/19/2019,10152_2,10152,2,PHD,0,209,C,85999,496,0.0398
7/19/2019,10488_2,10488,2,PHD,8128,101,A,86880,1295,0.0028
7/19/2019,10504_2,10504,2,PHD,8128,101,A,86883,539,0.0209
7/19/2019,11198_2,11198,2,PHD,8052,302,B,85965,632,0
7/19/2019,11800_3,11800,3,PHD,9849,209,C,85998,1597,0.022
7/19/2019,11847_4,11847,4,PHD,0,107,C,85998,592,0.011
7/19/2019,12795_3,12795,3,PHD,0,209,C,85998,760,0
7/19/2019,14881_2,14881,2,PHD,8128,302,B,85965,706,0
7/19/2019,15155_3,15155,3,PHD,0,107,C,85999,554,0.0135
7/19/2019,15159_2,15159,2,PHD,8052,209,C,85998,1104,0
7/19/2019,15159_3,15159,3,PHD,8052,209,C,85998,1624,0.0148
7/19/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,170,0
7/19/2019,15490_2,15490,2,PHD,0,101,A,86884,344,0
7/19/2019,16570_2,16570,2,PHD,8011,101,A,86881,557,0.0002
7/19/2019,18192_3,18192,3,PHD,8128,209,C,85999,1098,0.0522
7/19/2019,35016_2,35016,2,PHD,8011,107,C,85997,1511,0
7/19/2019,40212_2,40212,2,PHD,8128,101,A,86883,1285,0.0684
7/19/2019,45189_3,45189,3,PHD,8128,101,A,86883,302,0.0058
7/19/2019,52290_3,52290,3,PHD,8052,101,A,86880,928,0
7/19/2019,61747_3,61747,3,PHD,8011,101,A,86880,393,0.058
7/19/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,0,1
7/19/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/19/2019,65783_2,65783,2,PHD,0,209,C,85999,74,0
7/19/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/20/2019,10152_2,10152,2,PHD,0,209,C,85999,1627,0.0001
7/20/2019,10488_2,10488,2,PHD,8128,101,A,86880,436,0.033
7/20/2019,10504_2,10504,2,PHD,8128,101,A,86883,662,0
7/20/2019,11198_2,11198,2,PHD,8052,302,B,85965,1343,0
7/20/2019,11800_3,11800,3,PHD,9849,209,C,85998,1326,0.0332
7/20/2019,11847_4,11847,4,PHD,0,107,C,85998,547,0.0053
7/20/2019,12795_3,12795,3,PHD,0,209,C,85998,1185,0.0122
7/20/2019,14881_2,14881,2,PHD,8128,302,B,85965,747,0.0167
7/20/2019,15155_3,15155,3,PHD,0,107,C,85999,844,0.0587
7/20/2019,15159_2,15159,2,PHD,8052,209,C,85998,1682,0.0223
7/20/2019,15159_3,15159,3,PHD,8052,209,C,85998,2146,0
7/20/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,250,0.03
7/20/2019,15490_2,15490,2,PHD,0,101,A,86884,364,0.0128
7/20/2019,16570_2,16570,2,PHD,8011,101,A,86881,272,0
7/20/2019,18192_3,18192,3,PHD,8128,209,C,85999,825,0
7/20/2019,35016_2,35016,2,PHD,8011,107,C,85997,1370,0.0002
7/20/2019,40212_2,40212,2,PHD,8128,101,A,86883,785,0.071
7/20/2019,45189_3,45189,3,PHD,8128,101,A,86883,222,0.0417
7/20/2019,52290_3,52290,3,PHD,8052,101,A,86880,1205,0
7/20/2019,61747_3,61747,3,PHD,8011,101,A,86880,341,0.0403
7/20/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,0,1
7/20/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/20/2019,65783_2,65783,2,PHD,0,209,C,85999,51,0
7/20/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/21/2019,10152_2,10152,2,PHD,0,209,C,85999,1201,0
7/21/2019,10488_2,10488,2,PHD,8128,101,A,86880,989,0.0434
7/21/2019,10504_2,10504,2,PHD,8128,101,A,86883,532,0
7/21/2019,11198_2,11198,2,PHD,8052,302,B,85965,1172,0
7/21/2019,11800_3,11800,3,PHD,9849,209,C,85998,1616,0.0429
7/21/2019,11847_4,11847,4,PHD,0,107,C,85998,367,0
7/21/2019,12795_3,12795,3,PHD,0,209,C,85998,648,0.0005
7/21/2019,14881_2,14881,2,PHD,8128,302,B,85965,834,0.0262
7/21/2019,15155_3,15155,3,PHD,0,107,C,85999,300,0.0833
7/21/2019,15159_2,15159,2,PHD,8052,209,C,85998,1357,0.0417
7/21/2019,15159_3,15159,3,PHD,8052,209,C,85998,2032,0
7/21/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,231,0.0625
7/21/2019,15490_2,15490,2,PHD,0,101,A,86884,255,0.0193
7/21/2019,16570_2,16570,2,PHD,8011,101,A,86881,390,0
7/21/2019,18192_3,18192,3,PHD,8128,209,C,85999,735,0.0136
7/21/2019,35016_2,35016,2,PHD,8011,107,C,85997,1029,0.0001
7/21/2019,40212_2,40212,2,PHD,8128,101,A,86883,695,0.0251
7/21/2019,45189_3,45189,3,PHD,8128,101,A,86883,223,0.0694
7/21/2019,52290_3,52290,3,PHD,8052,101,A,86880,522,0.0162
7/21/2019,61747_3,61747,3,PHD,8011,101,A,86880,357,0.0121
7/21/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,0,1
7/21/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/21/2019,65783_2,65783,2,PHD,0,209,C,85999,10,0
7/21/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/22/2019,10152_2,10152,2,PHD,0,209,C,85999,1271,0.0198
7/22/2019,10488_2,10488,2,PHD,8128,101,A,86880,666,0.0441
7/22/2019,10504_2,10504,2,PHD,8128,101,A,86883,561,0
7/22/2019,11198_2,11198,2,PHD,8052,302,B,85965,709,0.0003
7/22/2019,11800_3,11800,3,PHD,9849,209,C,85998,690,0.0534
7/22/2019,11847_4,11847,4,PHD,0,107,C,85998,389,0.0247
7/22/2019,12795_3,12795,3,PHD,0,209,C,85998,789,0.0017
7/22/2019,14881_2,14881,2,PHD,8128,302,B,85965,956,0.0511
7/22/2019,15155_3,15155,3,PHD,0,107,C,85999,790,0.022
7/22/2019,15159_2,15159,2,PHD,8052,209,C,85998,1342,0.0069
7/22/2019,15159_3,15159,3,PHD,8052,209,C,85998,1268,0.0004
7/22/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,0,0.0625
7/22/2019,15490_2,15490,2,PHD,0,101,A,86884,186,0
7/22/2019,16570_2,16570,2,PHD,8011,101,A,86881,627,0
7/22/2019,18192_3,18192,3,PHD,8128,209,C,85999,1175,0.0976
7/22/2019,35016_2,35016,2,PHD,8011,107,C,85997,1166,0.0001
7/22/2019,40212_2,40212,2,PHD,8128,101,A,86883,1209,0.0235
7/22/2019,45189_3,45189,3,PHD,8128,101,A,86883,320,0.1099
7/22/2019,52290_3,52290,3,PHD,8052,101,A,86880,588,0.0417
7/22/2019,61747_3,61747,3,PHD,8011,101,A,86880,461,0
7/22/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,0,0.4948
7/22/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/22/2019,65783_2,65783,2,PHD,0,209,C,85999,133,0
7/22/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/23/2019,10152_2,10152,2,PHD,0,209,C,85999,1165,0.0337
7/23/2019,10488_2,10488,2,PHD,8128,101,A,86880,420,0.0306
7/23/2019,10504_2,10504,2,PHD,8128,101,A,86883,649,0
7/23/2019,11198_2,11198,2,PHD,8052,302,B,85965,572,0.0003
7/23/2019,11800_3,11800,3,PHD,9849,209,C,85998,863,0.1796
7/23/2019,11847_4,11847,4,PHD,0,107,C,85998,255,0.0407
7/23/2019,12795_3,12795,3,PHD,0,209,C,85998,895,0.0112
7/23/2019,14881_2,14881,2,PHD,8128,302,B,85965,610,0.0356
7/23/2019,15155_3,15155,3,PHD,0,107,C,85999,722,0.0317
7/23/2019,15159_2,15159,2,PHD,8052,209,C,85998,1191,0.0003
7/23/2019,15159_3,15159,3,PHD,8052,209,C,85998,1179,0.0001
7/23/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,60,0.0625
7/23/2019,15490_2,15490,2,PHD,0,101,A,86884,213,0.0413
7/23/2019,16570_2,16570,2,PHD,8011,101,A,86881,631,0
7/23/2019,18192_3,18192,3,PHD,8128,209,C,85999,949,0.1163
7/23/2019,35016_2,35016,2,PHD,8011,107,C,85997,1242,0
7/23/2019,40212_2,40212,2,PHD,8128,101,A,86883,736,0.0659
7/23/2019,45189_3,45189,3,PHD,8128,101,A,86883,80,0.125
7/23/2019,52290_3,52290,3,PHD,8052,101,A,86880,584,0.0479
7/23/2019,61747_3,61747,3,PHD,8011,101,A,86880,268,0.0108
7/23/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,0,1
7/23/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/23/2019,65783_2,65783,2,PHD,0,209,C,85999,59,0
7/23/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/24/2019,10152_2,10152,2,PHD,0,209,C,85999,1165,0.0124
7/24/2019,10488_2,10488,2,PHD,8128,101,A,86880,539,0.014
7/24/2019,10504_2,10504,2,PHD,8128,101,A,86883,605,0.0236
7/24/2019,11198_2,11198,2,PHD,8052,302,B,85965,1149,0
7/24/2019,11800_3,11800,3,PHD,9849,209,C,85998,1118,0.084
7/24/2019,11847_4,11847,4,PHD,0,107,C,85998,673,0
7/24/2019,12795_3,12795,3,PHD,0,209,C,85998,1581,0.0276
7/24/2019,14881_2,14881,2,PHD,8128,302,B,85965,676,0.028
7/24/2019,15155_3,15155,3,PHD,0,107,C,85999,811,0.0528
7/24/2019,15159_2,15159,2,PHD,8052,209,C,85998,1237,0
7/24/2019,15159_3,15159,3,PHD,8052,209,C,85998,2281,0
7/24/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,198,0.0625
7/24/2019,15490_2,15490,2,PHD,0,101,A,86884,393,0.0236
7/24/2019,16570_2,16570,2,PHD,8011,101,A,86881,408,0
7/24/2019,18192_3,18192,3,PHD,8128,209,C,85999,941,0.0417
7/24/2019,35016_2,35016,2,PHD,8011,107,C,85997,1127,0.0001
7/24/2019,40212_2,40212,2,PHD,8128,101,A,86883,649,0.0575
7/24/2019,45189_3,45189,3,PHD,8128,101,A,86883,206,0.0729
7/24/2019,52290_3,52290,3,PHD,8052,101,A,86880,1262,0.1188
7/24/2019,61747_3,61747,3,PHD,8011,101,A,86880,256,0.0787
7/24/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,22,0.5424
7/24/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/24/2019,65783_2,65783,2,PHD,0,209,C,85999,37,0
7/24/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/26/2019,10152_2,10152,2,PHD,0,209,C,85999,649,0.0002
7/26/2019,10488_2,10488,2,PHD,8128,101,A,86880,649,0.0141
7/26/2019,10504_2,10504,2,PHD,8128,101,A,86883,417,0.0417
7/26/2019,11198_2,11198,2,PHD,8052,302,B,85965,956,0
7/26/2019,11800_3,11800,3,PHD,9849,209,C,85998,1046,0.0361
7/26/2019,11847_4,11847,4,PHD,0,107,C,85998,608,0.0232
7/26/2019,12795_3,12795,3,PHD,0,209,C,85998,861,0.0672
7/26/2019,14881_2,14881,2,PHD,8128,302,B,85965,952,0.0239
7/26/2019,15155_3,15155,3,PHD,0,107,C,85999,626,0.0417
7/26/2019,15159_2,15159,2,PHD,8052,209,C,85998,1565,0
7/26/2019,15159_3,15159,3,PHD,8052,209,C,85998,1274,0
7/26/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,189,0.125
7/26/2019,15490_2,15490,2,PHD,0,101,A,86884,310,0.0307
7/26/2019,16570_2,16570,2,PHD,8011,101,A,86881,315,0
7/26/2019,18192_3,18192,3,PHD,8128,209,C,85999,939,0.1667
7/26/2019,35016_2,35016,2,PHD,8011,107,C,85997,1065,0
7/26/2019,40212_2,40212,2,PHD,8128,101,A,86883,947,0.0597
7/26/2019,45189_3,45189,3,PHD,8128,101,A,86883,442,0.0258
7/26/2019,52290_3,52290,3,PHD,8052,101,A,86880,1127,0
7/26/2019,61747_3,61747,3,PHD,8011,101,A,86880,280,0.1314
7/26/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,73,0.1875
7/26/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/26/2019,65783_2,65783,2,PHD,0,209,C,85999,61,0
7/26/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/27/2019,10152_2,10152,2,PHD,0,209,C,85999,426,0.0002
7/27/2019,10488_2,10488,2,PHD,8128,101,A,86880,581,0.0565
7/27/2019,10504_2,10504,2,PHD,8128,101,A,86883,839,0.0167
7/27/2019,11198_2,11198,2,PHD,8052,302,B,85965,1096,0
7/27/2019,11800_3,11800,3,PHD,9849,209,C,85998,1677,0.0418
7/27/2019,11847_4,11847,4,PHD,0,107,C,85998,452,0
7/27/2019,12795_3,12795,3,PHD,0,209,C,85998,534,0.0016
7/27/2019,14881_2,14881,2,PHD,8128,302,B,85965,671,0.0189
7/27/2019,15155_3,15155,3,PHD,0,107,C,85999,865,0.0838
7/27/2019,15159_2,15159,2,PHD,8052,209,C,85998,1343,0.0071
7/27/2019,15159_3,15159,3,PHD,8052,209,C,85998,1669,0
7/27/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,0,0.125
7/27/2019,15490_2,15490,2,PHD,0,101,A,86884,203,0
7/27/2019,16570_2,16570,2,PHD,8011,101,A,86881,104,0.0002
7/27/2019,18192_3,18192,3,PHD,8128,209,C,85999,1019,0.2308
7/27/2019,35016_2,35016,2,PHD,8011,107,C,85997,1208,0
7/27/2019,40212_2,40212,2,PHD,8128,101,A,86883,885,0.0798
7/27/2019,45189_3,45189,3,PHD,8128,101,A,86883,501,0.0094
7/27/2019,52290_3,52290,3,PHD,8052,101,A,86880,1208,0.0198
7/27/2019,61747_3,61747,3,PHD,8011,101,A,86880,498,0.158
7/27/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,123,0.0777
7/27/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/27/2019,65783_2,65783,2,PHD,0,209,C,85999,74,0
7/27/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/28/2019,10152_2,10152,2,PHD,0,209,C,85999,489,0
7/28/2019,10488_2,10488,2,PHD,8128,101,A,86880,557,0.0495
7/28/2019,10504_2,10504,2,PHD,8128,101,A,86883,445,0
7/28/2019,11198_2,11198,2,PHD,8052,302,B,85965,1148,0
7/28/2019,11800_3,11800,3,PHD,9849,209,C,85998,1241,0.041
7/28/2019,11847_4,11847,4,PHD,0,107,C,85998,467,0.0095
7/28/2019,12795_3,12795,3,PHD,0,209,C,85998,738,0.0069
7/28/2019,14881_2,14881,2,PHD,8128,302,B,85965,436,0.0247
7/28/2019,15155_3,15155,3,PHD,0,107,C,85999,756,0.1698
7/28/2019,15159_2,15159,2,PHD,8052,209,C,85998,1518,0.013
7/28/2019,15159_3,15159,3,PHD,8052,209,C,85998,1399,0.0008
7/28/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,196,0.125
7/28/2019,15490_2,15490,2,PHD,0,101,A,86884,211,0
7/28/2019,16570_2,16570,2,PHD,8011,101,A,86881,154,0
7/28/2019,18192_3,18192,3,PHD,8128,209,C,85999,1379,0.1236
7/28/2019,35016_2,35016,2,PHD,8011,107,C,85997,902,0
7/28/2019,40212_2,40212,2,PHD,8128,101,A,86883,442,0.0402
7/28/2019,45189_3,45189,3,PHD,8128,101,A,86883,228,0
7/28/2019,52290_3,52290,3,PHD,8052,101,A,86880,632,0.0417
7/28/2019,61747_3,61747,3,PHD,8011,101,A,86880,553,0.0466
7/28/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,57,0
7/28/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/28/2019,65783_2,65783,2,PHD,0,209,C,85999,62,0
7/28/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/29/2019,10152_2,10152,2,PHD,0,209,C,85999,558,0
7/29/2019,10488_2,10488,2,PHD,8128,101,A,86880,458,0.0658
7/29/2019,10504_2,10504,2,PHD,8128,101,A,86883,387,0
7/29/2019,11198_2,11198,2,PHD,8052,302,B,85965,606,0
7/29/2019,11800_3,11800,3,PHD,9849,209,C,85998,852,0.0037
7/29/2019,11847_4,11847,4,PHD,0,107,C,85998,527,0.019
7/29/2019,12795_3,12795,3,PHD,0,209,C,85998,1563,0.0353
7/29/2019,14881_2,14881,2,PHD,8128,302,B,85965,429,0.0456
7/29/2019,15155_3,15155,3,PHD,0,107,C,85999,1062,0.1411
7/29/2019,15159_2,15159,2,PHD,8052,209,C,85998,1081,0.0004
7/29/2019,15159_3,15159,3,PHD,8052,209,C,85998,1179,0
7/29/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,0,0.125
7/29/2019,15490_2,15490,2,PHD,0,101,A,86884,486,0
7/29/2019,16570_2,16570,2,PHD,8011,101,A,86881,349,0
7/29/2019,18192_3,18192,3,PHD,8128,209,C,85999,670,0.0514
7/29/2019,35016_2,35016,2,PHD,8011,107,C,85997,906,0
7/29/2019,40212_2,40212,2,PHD,8128,101,A,86883,723,0.0122
7/29/2019,45189_3,45189,3,PHD,8128,101,A,86883,240,0
7/29/2019,52290_3,52290,3,PHD,8052,101,A,86880,804,0.0417
7/29/2019,61747_3,61747,3,PHD,8011,101,A,86880,369,0.0222
7/29/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,54,0.0001
7/29/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/29/2019,65783_2,65783,2,PHD,0,209,C,85999,6,0
7/29/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/30/2019,10152_2,10152,2,PHD,0,209,C,85999,904,0
7/30/2019,10488_2,10488,2,PHD,8128,101,A,86880,424,0.0833
7/30/2019,10504_2,10504,2,PHD,8128,101,A,86883,417,0.0246
7/30/2019,11198_2,11198,2,PHD,8052,302,B,85965,666,0
7/30/2019,11800_3,11800,3,PHD,9849,209,C,85998,268,0.015
7/30/2019,11847_4,11847,4,PHD,0,107,C,85998,689,0
7/30/2019,12795_3,12795,3,PHD,0,209,C,85998,590,0.0004
7/30/2019,14881_2,14881,2,PHD,8128,302,B,85965,671,0.0226
7/30/2019,15155_3,15155,3,PHD,0,107,C,85999,585,0.117
7/30/2019,15159_2,15159,2,PHD,8052,209,C,85998,921,0
7/30/2019,15159_3,15159,3,PHD,8052,209,C,85998,1683,0
7/30/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,0,0.125
7/30/2019,15490_2,15490,2,PHD,0,101,A,86884,283,0.0349
7/30/2019,16570_2,16570,2,PHD,8011,101,A,86881,110,0
7/30/2019,18192_3,18192,3,PHD,8128,209,C,85999,911,0.112
7/30/2019,35016_2,35016,2,PHD,8011,107,C,85997,1007,0.0001
7/30/2019,40212_2,40212,2,PHD,8128,101,A,86883,585,0.0484
7/30/2019,45189_3,45189,3,PHD,8128,101,A,86883,135,0
7/30/2019,52290_3,52290,3,PHD,8052,101,A,86880,582,0.0417
7/30/2019,61747_3,61747,3,PHD,8011,101,A,86880,173,0.0622
7/30/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,137,0
7/30/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/30/2019,65783_2,65783,2,PHD,0,209,C,85999,42,0
7/30/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
7/31/2019,10152_2,10152,2,PHD,0,209,C,85999,1324,0.0002
7/31/2019,10488_2,10488,2,PHD,8128,101,A,86880,459,0.0256
7/31/2019,10504_2,10504,2,PHD,8128,101,A,86883,288,0.007
7/31/2019,11198_2,11198,2,PHD,8052,302,B,85965,860,0
7/31/2019,11800_3,11800,3,PHD,9849,209,C,85998,832,0.0451
7/31/2019,11847_4,11847,4,PHD,0,107,C,85998,330,0
7/31/2019,12795_3,12795,3,PHD,0,209,C,85998,745,0.0239
7/31/2019,14881_2,14881,2,PHD,8128,302,B,85965,421,0.0145
7/31/2019,15155_3,15155,3,PHD,0,107,C,85999,1178,0.0487
7/31/2019,15159_2,15159,2,PHD,8052,209,C,85998,991,0.0002
7/31/2019,15159_3,15159,3,PHD,8052,209,C,85998,1379,0.0003
7/31/2019,15384_2,15384,2,PHD-LP,8022,101,A,86883,82,0.1402
7/31/2019,15490_2,15490,2,PHD,0,101,A,86884,346,0.0907
7/31/2019,16570_2,16570,2,PHD,8011,101,A,86881,353,0.0056
7/31/2019,18192_3,18192,3,PHD,8128,209,C,85999,1017,0.0483
7/31/2019,35016_2,35016,2,PHD,8011,107,C,85997,1677,0.0001
7/31/2019,40212_2,40212,2,PHD,8128,101,A,86883,1062,0.0727
7/31/2019,45189_3,45189,3,PHD,8128,101,A,86883,506,0
7/31/2019,52290_3,52290,3,PHD,8052,101,A,86880,378,0.0588
7/31/2019,61747_3,61747,3,PHD,8011,101,A,86880,749,0.0174
7/31/2019,65637_2,65637,2,PHD-LP,8022,101,A,86880,22,0
7/31/2019,65765_2,65765,2,PHD-LP,8022,302,B,85965,0,1
7/31/2019,65783_2,65783,2,PHD,0,209,C,85999,60,0
7/31/2019,65815_3,65815,3,PHD-LP,8022,209,C,85999,0,0
